station_id,lng,lat
2782.02,-74.019809842,40.63581872
2821.05,-74.013099432,40.635454535
2883.03,-74.024714,40.638246
2912.08,-74.013800383,40.638234735
2961.05,-74.015726,40.640125
3000.08,-74.011104703,40.640757203
3007.05,-73.981073,40.642031
3022.01,-73.961081982,40.64257431
3038.08,-74.006080627,40.642667651
3046.03,-73.977499366,40.643924952
3093.07,-74.016866,40.642622
3113.06,-73.96591,40.64435
3117.05,-74.003802776,40.64483428
3157.08,-73.97073,40.64521
3161.02,-74.00571084,40.645948172
3166.03,-73.979566097,40.645157337
3172.01,-73.949517846,40.646880984
3178.02,-74.023087,40.646377
3192.05,-74.000990391,40.647272229
3202.06,-74.009447217,40.64645505
3220.01,-74.026181698,40.646538019
3230.01,-73.97058,40.648481
3233.06,-74.004384756,40.64713192
3240.15,-73.97673,40.649037
3243.02,-74.012337565,40.649136305
3256.04,-73.9556,40.64796
3263.01,-73.96316,40.64958
3266.01,-74.000095129,40.648371816
3272.01,-73.972432,40.648055
3300.06,-73.932869315,40.650008798
3312.07,-73.975988,40.651745
3315.05,-74.011405,40.651173
3327.01,-73.95413065,40.64925468
3344.02,-73.972212,40.651566
3347.03,-74.007168,40.651354
3350.04,-73.941937685,40.651206851
3353.04,-73.977525949,40.650696039
3359.03,-73.950030923,40.652739525
3368.04,-73.956251264,40.65242672
3376.02,-73.965362549,40.65203464
3379.03,-74.002575636,40.65247345
3382.04,-73.93644,40.6533
3385.06,-73.972549081,40.652517915
3391.1,-73.94599,40.65302
3394.03,-73.981237173,40.651726127
3400.04,-73.952706814,40.653801918
3408.05,-73.961674094,40.653338075
3420.01,-74.00422,40.654144
3431.02,-73.94716,40.65458
3439.03,-73.956512332,40.655310869
3448.02,-73.96250689,40.654779077
3454.01,-73.936462522,40.656344891
3460.01,-74.00865519,40.657202005
3460.02,-74.006664,40.655716
3460.05,-74.00998652,40.655745864
3463.01,-73.943188429,40.655786872
3480.04,-73.959602833,40.655632257
3486.02,-73.931179404,40.656704068
3492.04,-74.003101,40.655278
3495.08,-73.93765,40.65496
3507.04,-73.98380518,40.656775117
3512.03,-73.953535676,40.656943202
3515.01,-73.989751816,40.657932639
3532.02,-74.006682277,40.659128428
3535.03,-73.9398,40.6577
3544.02,-73.95005,40.65707
3552.09,-73.956680655,40.658060312
3555.04,-73.994908094,40.659437299
3564.04,-74.001141,40.657743
3576.1,-73.94517,40.65969
3588.01,-73.98854,40.659053
3593.01,-73.96051836,40.66023469
3608.06,-73.93974,40.66155
3611.02,-73.977504,40.659945
3617.02,-73.948005557,40.661052465
3620.02,-73.983001471,40.660938382
3628.11,-73.991054893,40.660403252
3633.08,-73.962489367,40.660599351
3639.04,-73.934494019,40.661743164
3657.06,-73.95076,40.66318
3660.07,-73.98680448532104,40.66093779493168
3665.06,-73.9569115,40.6627059
3680.04,-73.937627673,40.662235975
3688.06,-73.945565,40.662564
3696.05,-73.953904748,40.663166642
3704.01,-73.9605695,40.66314
3704.04,-73.963014,40.663657
3710.07,-73.934922934,40.663473606
3719.02,-73.94019,40.66288
3731.11,-73.984261036,40.663452864
3742.11,-73.928356051,40.666043997
3751.05,-73.937104344,40.665591836
3762.08,-73.981819749,40.666311741
3776.05,-73.9605563879013,40.666439306870814
3779.02,-73.995549,40.666168
3782.03,-73.93165338,40.666206837
3803.09,-73.983723164,40.66821909
3814.01,-73.926016927,40.666089296
3822.08,-73.934042811,40.667511702
3834.1,-73.979903221,40.668353915
3842.08,-73.987057209,40.668658018
3850.03,-73.99333264,40.6685455
3853.02,-73.9282,40.66846
3865.05,-73.97342968,40.668129563
3871.02,-73.94543016,40.669413924
3874.01,-73.982258439,40.670652866
3882.01,-73.9904394,40.668603
3885.06,-73.925244808,40.670114279
3887.03,-73.9618148,40.6686744
3905.15,-73.9783113,40.670407653
3919.07,-73.9576801,40.6707767
3922.02,-73.993612,40.671907
3928.08,-73.9631145,40.6716493
3943.03,-73.942264915,40.671140313
3952.07,-73.9507,40.67077
3958.02,-73.92222,40.67095
3972.08,-74.00494695,40.6725058
3975.02,-73.938987732,40.672989607
3978.13,-73.97484126,40.6711978
3982.01,-73.910759091,40.673245788
3984.02,-73.947802305,40.672246218
3991.04,-73.919844508,40.672644377
3993.03,-73.95395267,40.672725558
3999.06,-73.92539,40.67202
4010.01,-73.9632436,40.67596756666666
4010.13,-73.971192122,40.674921274
4010.15,-73.970817208,40.673004389
4016.03,-73.94191,40.67308
4019.06,-73.978867292,40.674115777
4023.05,-73.91396,40.67568
4025.02,-73.9503,40.67428
4028.03,-73.98775226,40.6750705
4028.04,-73.985649,40.673746
4033.16,-73.956899405,40.673186898
4051.01,-73.97523209452629,40.675146838709786
4054.06,-74.010492444,40.674864888
4055.04,-73.908698559,40.67384398
4064.03,-73.916541815,40.674251318
4066.15,-73.952912807,40.676401734
4074.14,-73.959431,40.676513
4087.01,-73.90353024,40.676273465
4089.01,-73.941506624,40.675737739
4095.03,-74.01254344,40.677557945
4096.08,-73.911329985,40.674800396
4101.17,-73.983314753,40.67669189
4107.05,-73.95617795,40.675589204
4110.1,-73.993183374,40.677632928
4113.01,-73.927362919,40.67640543
4116.08,-73.965718389,40.676963687
4116.09,-73.963308,40.675832
4120.02,-73.900950909,40.67715013
4122.03,-73.936110377,40.676910281
4131.03,-73.94437,40.67669
4138.04,-73.91367,40.67854
4146.02,-73.922897696,40.677252054
4151.01,-73.996014595,40.678678036
4154.02,-73.93051,40.6767
4157.15,-73.969261408,40.677683711
4161.01,-73.90367496,40.678752065
4166.08,-73.975170732,40.679258108
4169.04,-74.011169,40.679043
4170.08,-73.91105,40.67872
4172.04,-73.947194457,40.679492593
4175.14,-73.98154004,40.6792788
4179.03,-73.916553259,40.678559542
4181.1,-73.953520179,40.680324674
4184.07,-73.990183473,40.678572416
4196.05,-73.931851625,40.680127382
4199.12,-73.971132398,40.681011677
4205.06,-73.94142771,40.67890679
4208.01,-73.978346586,40.679040432
4214.03,-73.9500479759,40.6809833854
4214.04,-73.947798848,40.680486202
4217.02,-73.984547734,40.68027854
4220.02,-73.92192,40.67922
4222.02,-73.9557689392,40.680342423
4225.14,-73.994822025,40.680673003
4231.04,-73.964641571,40.680565596
4237.02,-73.938376307,40.6801157
4244.06,-73.907341123,40.681351662
4253.02,-73.914111137,40.681489587
4255.05,-73.95399026,40.68216564
4258.07,-73.99079024791718,40.68199044270703
4263.12,-73.959432,40.68186
4293.05,-73.91959,40.68158
4298.05,-73.99318208,40.6829151
4301.04,-73.9261,40.68374
4301.07,-73.929452062,40.682703376
