,GISJOIN,COUNTY,Population,Population_density,Hispanic,White,Black,Native,Asian,Pacific
646,G36000500177012,Bronx County,1084,0.06779237023139462,672,16,367,0,5,0
647,G36000500177013,Bronx County,1936,0.04345679012345679,1042,178,665,3,5,1
648,G36000500177021,Bronx County,879,0.03851884312007011,499,7,321,0,29,0
649,G36000500177022,Bronx County,1300,0.02729544166124257,799,18,433,8,3,1
650,G36000500177023,Bronx County,1571,0.03374648250381286,925,29,555,1,24,0
651,G36000500177024,Bronx County,1229,0.05140968794444909,707,13,449,0,19,0
652,G36000500179011,Bronx County,2648,0.06305512561019169,1998,34,528,4,48,0
653,G36000500179012,Bronx County,579,0.07180950018603498,474,9,73,4,9,0
654,G36000500179013,Bronx County,1897,0.07114194637164822,1254,23,441,2,144,0
655,G36000500179021,Bronx County,1387,0.02974798927613941,742,12,607,0,3,2
656,G36000500179022,Bronx County,1095,0.07193063128161335,722,19,332,0,2,0
657,G36000500179023,Bronx County,965,0.06148063200815494,666,20,259,2,9,0
658,G36000500181011,Bronx County,1678,0.035938403546722064,825,57,737,3,7,0
659,G36000500181012,Bronx County,861,0.05514988470407379,576,10,238,0,9,0
660,G36000500181013,Bronx County,760,0.050928097567513236,491,5,244,0,12,0
661,G36000500181021,Bronx County,1004,0.03217226904220207,569,43,352,0,6,0
662,G36000500181022,Bronx County,1804,0.061971830985915494,967,25,769,1,3,0
663,G36000500181023,Bronx County,1196,0.08368317940106353,884,31,232,0,31,4
664,G36000500181024,Bronx County,1506,0.0691714128238104,638,31,599,0,214,0
665,G36000500183011,Bronx County,1632,0.05622351603679333,892,88,472,3,127,0
666,G36000500183012,Bronx County,1163,0.06696608510393275,742,16,286,2,64,0
667,G36000500183013,Bronx County,1628,0.07579143389199255,840,158,534,1,42,0
668,G36000500183021,Bronx County,1491,0.05051839804838382,906,21,503,2,9,0
669,G36000500183022,Bronx County,934,0.016339526258703333,596,8,277,1,11,0
670,G36000500183023,Bronx County,1261,0.049238578680203045,736,16,446,0,24,0
671,G36000500184001,Bronx County,976,0.012054293724603852,392,462,37,1,60,0
672,G36000500184002,Bronx County,1231,0.008589950246673226,572,504,40,3,91,0
673,G36000500184003,Bronx County,1043,0.00929623159470926,534,380,67,1,32,0
674,G36000500184004,Bronx County,1079,0.009725802671666277,457,458,67,0,69,0
675,G36000500185011,Bronx County,3076,0.01671012603215993,1436,70,1463,14,24,0
676,G36000500185021,Bronx County,1418,0.03552727181620024,698,35,637,0,3,0
677,G36000500185022,Bronx County,2504,0.032782592757455944,1350,78,986,4,25,3
678,G36000500185023,Bronx County,1273,0.031003409644422796,781,9,468,5,1,0
679,G36000500185024,Bronx County,1247,0.017751647757199597,777,22,387,7,3,0
680,G36000500189001,Bronx County,1842,0.008767670998143653,1102,52,628,7,5,0
681,G36000500189002,Bronx County,2390,0.05220848442483289,1592,63,646,7,33,1
682,G36000500189003,Bronx County,2167,0.042771143787624595,1403,80,606,5,20,0
683,G36000500189004,Bronx County,1961,0.03999021147296939,1412,27,467,9,8,0
684,G36000500193001,Bronx County,2085,0.06288264921434387,1166,34,791,6,46,0
685,G36000500193002,Bronx County,1661,0.05729561917902725,1015,17,595,0,7,0
686,G36000500193003,Bronx County,1024,0.007589457768818001,660,15,327,1,2,2
687,G36000500193004,Bronx County,1250,0.028270309390265966,928,31,254,1,6,1
688,G36000500194001,Bronx County,2022,0.002406736004151679,1294,304,254,15,84,9
689,G36000500195001,Bronx County,2439,0.047905250132579104,1376,33,968,3,13,0
690,G36000500195002,Bronx County,2413,0.02064757927883217,1789,83,427,6,42,2
691,G36000500195003,Bronx County,1844,0.08682958986674201,1305,24,493,2,2,2
692,G36000500195004,Bronx County,813,0.026372129233164655,457,61,246,2,11,2
693,G36000500197001,Bronx County,1964,0.06750532755894686,1352,21,405,7,144,1
694,G36000500197002,Bronx County,1606,0.03507622417332809,1055,20,354,7,118,1
695,G36000500197003,Bronx County,1760,0.037987524551596125,1428,13,66,5,212,0
696,G36000500197004,Bronx County,825,0.05740328416365154,541,5,241,0,27,0
697,G36000500197005,Bronx County,1058,0.08460615753698521,690,0,337,0,12,0
698,G36000500199001,Bronx County,883,0.03799483648881239,703,11,154,0,3,1
699,G36000500199002,Bronx County,1674,0.08985507246376812,1305,14,319,0,16,0
700,G36000500199003,Bronx County,649,0.024958658616313502,558,5,79,0,2,0
701,G36000500199004,Bronx County,2399,0.048198822654853035,1694,65,587,3,3,0
702,G36000500199005,Bronx County,1168,0.06434198204153584,597,16,505,0,15,0
703,G36000500199006,Bronx County,1136,0.027513381287994382,806,23,274,0,10,2
704,G36000500200001,Bronx County,1310,0.022769936730862823,718,89,226,0,222,1
705,G36000500200002,Bronx County,2233,0.08201417710361039,691,50,86,6,1389,0
706,G36000500200003,Bronx County,17,0.0002464804048078178,10,0,4,0,3,0
707,G36000500200004,Bronx County,1675,0.008901761751654134,1082,139,158,6,220,1
708,G36000500201001,Bronx County,1517,0.007195575456304785,889,49,508,11,15,4
709,G36000500201002,Bronx County,1506,0.04711992741153281,839,38,576,4,17,0
710,G36000500201003,Bronx County,1322,0.03387658876588766,1049,12,229,0,9,0
711,G36000500202001,Bronx County,1194,0.0210927977105305,592,126,118,10,291,0
712,G36000500202002,Bronx County,1595,0.02338503943934551,872,114,124,2,429,0
713,G36000500204001,Bronx County,885,0.028558520765432895,553,39,149,1,98,1
714,G36000500204002,Bronx County,850,0.018368449486763912,375,74,35,1,306,3
715,G36000500204003,Bronx County,1394,0.02444970621766202,828,83,130,6,303,1
716,G36000500205011,Bronx County,0,0.0,0,0,0,0,0,0
717,G36000500205012,Bronx County,1378,0.013625621706070224,969,16,366,2,3,0
718,G36000500205013,Bronx County,2045,0.061928411362122224,1266,23,707,6,3,0
719,G36000500205014,Bronx County,1922,0.05161532883959503,1233,41,589,8,5,0
720,G36000500205015,Bronx County,2514,0.0408840318095331,1618,19,830,1,0,0
721,G36000500205021,Bronx County,1167,0.031644883128152286,961,21,170,1,2,3
722,G36000500205022,Bronx County,365,0.011790929060602145,213,10,118,1,3,1
723,G36000500205023,Bronx County,930,0.027423112080912925,464,11,431,2,10,0
724,G36000500206011,Bronx County,1452,0.021720269259536275,723,120,210,8,334,0
725,G36000500206012,Bronx County,1825,0.02154638079833768,864,123,137,9,593,1
726,G36000500209001,Bronx County,677,0.012230813701401937,411,40,197,2,7,0
727,G36000500209002,Bronx County,972,0.04474520093909681,667,8,257,0,9,0
728,G36000500209003,Bronx County,1311,0.06473434722496543,711,12,563,0,4,0
729,G36000500209004,Bronx County,1863,0.05301650540694365,1375,48,390,5,15,0
730,G36000500210011,Bronx County,853,0.023177458359372877,345,35,374,1,58,0
731,G36000500210012,Bronx County,1690,0.07546327305202054,587,35,748,1,280,1
732,G36000500210013,Bronx County,888,0.054086977707394325,324,22,452,2,57,0
733,G36000500210014,Bronx County,1066,0.06089340797440877,337,30,481,6,178,0
734,G36000500210015,Bronx County,797,0.021509148809845093,289,20,419,1,51,0
735,G36000500210016,Bronx County,1078,0.05501122678097571,364,30,516,1,115,0
736,G36000500210017,Bronx County,2574,0.060372933036237836,823,60,1011,2,584,0
737,G36000500210021,Bronx County,1761,0.07485653560042509,564,49,621,0,460,0
738,G36000500210022,Bronx County,632,0.020975771656156654,235,8,267,0,92,0
739,G36000500210023,Bronx County,723,0.031429316640584244,218,13,315,0,158,0
740,G36000500210024,Bronx County,1247,0.05309772195018097,383,38,596,7,190,0
741,G36000500210025,Bronx County,777,0.03346829772570641,224,14,317,7,187,0
742,G36000500210026,Bronx County,892,0.045461495336629125,260,17,353,2,224,0
743,G36000500210027,Bronx County,826,0.060495093013036474,284,25,342,0,156,0
744,G36000500210028,Bronx County,997,0.06466467764950058,294,24,495,1,168,0
745,G36000500211001,Bronx County,1482,0.03708894339056009,872,12,567,0,4,0
746,G36000500211002,Bronx County,1683,0.04117834161141151,1027,25,596,0,6,2
747,G36000500211003,Bronx County,1437,0.03401102932474971,934,19,453,8,4,0
748,G36000500211004,Bronx County,1220,0.042676741176059046,880,23,283,0,16,0
749,G36000500212001,Bronx County,1032,0.04850307844150961,270,24,255,1,438,3
750,G36000500212002,Bronx County,1362,0.07451581135791661,358,26,459,2,486,0
751,G36000500212003,Bronx County,2059,0.11133340542878771,538,34,662,10,753,0
752,G36000500212004,Bronx County,1544,0.0790983606557377,330,37,468,4,674,1
753,G36000500212005,Bronx County,599,0.025544799351784723,198,22,184,4,158,0
754,G36000500213011,Bronx County,329,0.015765765765765764,244,6,70,0,4,0
755,G36000500213012,Bronx County,935,0.022702440208813887,716,12,176,0,1,0
756,G36000500213021,Bronx County,2211,0.041273100616016425,1357,16,811,1,6,0
757,G36000500213022,Bronx County,934,0.014997029496298914,566,10,318,5,17,0
758,G36000500213023,Bronx County,823,0.03190788198348389,570,8,233,0,3,0
759,G36000500213024,Bronx County,1862,0.0674051549377353,1135,10,681,7,3,0
760,G36000500215011,Bronx County,1492,0.03851913047968193,1153,23,290,0,2,0
761,G36000500215012,Bronx County,1260,0.04836109618484686,941,15,287,0,3,0
762,G36000500215013,Bronx County,1326,0.04881101376720901,911,11,352,0,16,0
763,G36000500215021,Bronx County,1335,0.02788686497326203,931,11,344,2,5,0
764,G36000500215022,Bronx County,1245,0.05746861152141802,941,10,275,1,1,0
765,G36000500215023,Bronx County,1503,0.04167359840292797,957,25,453,6,0,0
766,G36000500215024,Bronx County,713,0.033953997809419496,518,7,173,0,0,0
767,G36000500215025,Bronx County,1564,0.053697727116665525,1038,51,432,4,3,2
768,G36000500216011,Bronx County,1707,0.033009107961247654,1109,151,342,1,49,0
769,G36000500216012,Bronx County,1603,0.020015233053228283,928,87,242,3,275,1
770,G36000500216013,Bronx County,603,0.057472359893252,334,27,220,0,1,0
771,G36000500216014,Bronx County,788,0.03622488852112352,464,39,180,2,69,0
772,G36000500216021,Bronx County,280,0.011344759126453547,159,11,43,0,39,0
773,G36000500216022,Bronx County,753,0.026838222190540686,262,24,178,0,248,0
774,G36000500216023,Bronx County,778,0.023253033654133542,285,19,139,6,302,0
775,G36000500216024,Bronx County,1687,0.04888438133874239,418,46,481,2,681,0
776,G36000500216025,Bronx County,1731,0.059252413226535225,523,51,715,7,365,0
777,G36000500216026,Bronx County,1008,0.06473156948368868,320,17,481,0,171,0
778,G36000500217001,Bronx County,2110,0.030345303668761595,1216,68,742,0,8,2
779,G36000500217002,Bronx County,1379,0.06794777038679478,804,12,528,2,5,0
780,G36000500217003,Bronx County,679,0.013074790110144034,295,25,320,1,4,1
781,G36000500217004,Bronx County,838,0.042430379746835445,349,17,408,0,32,0
782,G36000500218001,Bronx County,1179,0.06961091102320363,699,38,397,1,9,0
783,G36000500218002,Bronx County,2155,0.055795769360225775,1438,90,474,10,65,0
784,G36000500218003,Bronx County,1499,0.02022477974014059,931,32,235,8,188,9
785,G36000500218004,Bronx County,913,0.014676804861189255,633,20,135,4,78,0
786,G36000500218005,Bronx County,864,0.007999629646775612,577,26,244,0,0,2
787,G36000500219001,Bronx County,1176,0.008227285765256508,916,32,192,4,16,0
788,G36000500220001,Bronx County,2511,0.010983771488561306,1654,82,626,1,51,2
789,G36000500221011,Bronx County,906,0.04998620689655173,596,10,159,1,94,0
790,G36000500221012,Bronx County,1382,0.054145118320012536,1080,12,262,1,5,1
791,G36000500221013,Bronx County,1713,0.07000408663669799,1293,12,372,3,15,0
792,G36000500221021,Bronx County,2521,0.0775239090992958,2288,12,189,0,10,0
793,G36000500221022,Bronx County,1065,0.07033881513770557,924,9,94,2,13,0
794,G36000500221023,Bronx County,1871,0.06107792250187706,1397,32,377,6,15,0
795,G36000500222001,Bronx County,1176,0.01706648090905133,609,76,106,7,326,2
796,G36000500222002,Bronx County,833,0.021316341675623112,305,28,83,9,371,1
797,G36000500222003,Bronx County,1022,0.01423616431486718,438,42,147,10,331,1
798,G36000500222004,Bronx County,937,0.022624652903537365,539,30,80,0,249,2
799,G36000500223001,Bronx County,920,0.040847134040758334,701,3,172,0,8,0
800,G36000500223002,Bronx County,1077,0.05158787182066389,852,22,178,0,1,0
801,G36000500223003,Bronx County,1608,0.07777509068923821,1309,40,217,2,4,0
802,G36000500223004,Bronx County,1458,0.05081910073196236,1191,9,205,0,21,0
803,G36000500224011,Bronx County,1400,0.03929052537045352,868,187,153,5,142,0
804,G36000500224012,Bronx County,1387,0.028064992614475627,937,146,212,1,66,0
805,G36000500224031,Bronx County,1164,0.013661490792577726,826,106,181,1,26,0
806,G36000500224032,Bronx County,2111,0.05324488612000908,1319,308,337,2,90,1
807,G36000500224041,Bronx County,648,0.03286004056795132,440,56,103,5,25,1
808,G36000500224042,Bronx County,1445,0.03938295494807991,754,258,291,4,97,1
809,G36000500224043,Bronx County,2396,0.06598914869591561,1189,428,431,8,253,1
810,G36000500225001,Bronx County,1108,0.05945800912261873,792,5,274,1,12,0
811,G36000500225002,Bronx County,1938,0.04122176372995278,1296,47,535,13,16,2
812,G36000500225003,Bronx County,1293,0.050054196345617835,765,26,466,5,2,0
813,G36000500225004,Bronx County,912,0.019284853354760947,631,14,240,1,5,0
814,G36000500225005,Bronx County,1170,0.08648089289674034,959,0,181,0,12,1
815,G36000500225006,Bronx County,1720,0.062046823707658454,1274,34,346,0,43,1
816,G36000500227011,Bronx County,1298,0.056202641264342934,771,7,466,3,11,5
817,G36000500227012,Bronx County,2237,0.07844443665182171,1531,36,595,8,29,0
818,G36000500227013,Bronx County,2134,0.03253991247464967,1272,22,777,3,17,0
819,G36000500227021,Bronx County,1634,0.03449294942159926,1106,35,373,8,44,1
820,G36000500227031,Bronx County,1699,0.043947232281427835,1278,39,236,5,95,1
821,G36000500228001,Bronx County,1734,0.018753852975849278,681,473,256,6,240,1
822,G36000500228002,Bronx County,1927,0.0467457487325037,1044,333,294,0,203,0
823,G36000500228003,Bronx County,1366,0.06830341517075854,744,252,223,0,113,0
824,G36000500228004,Bronx County,1309,0.07070325159338879,815,130,149,1,188,0
825,G36000500229011,Bronx County,1001,0.03164116828929068,523,36,203,0,162,0
826,G36000500229012,Bronx County,1262,0.05021286754466239,822,32,381,4,5,0
827,G36000500229013,Bronx County,865,0.056941610163912845,690,15,124,2,9,0
828,G36000500229014,Bronx County,920,0.045691581822696795,573,12,302,2,10,0
829,G36000500229015,Bronx County,1718,0.05765487616618565,1236,30,360,19,30,0
830,G36000500229021,Bronx County,1242,0.03491215741391426,946,20,229,3,24,0
831,G36000500229022,Bronx County,947,0.030116075687708698,651,8,242,3,10,0
832,G36000500229023,Bronx County,1212,0.04930637484235792,902,20,276,0,1,0
833,G36000500230001,Bronx County,1418,0.016350721830173887,869,138,215,4,106,0
834,G36000500230002,Bronx County,1583,0.021786702266752913,758,411,156,0,156,0
835,G36000500231001,Bronx County,1464,0.012497545734700324,1011,11,423,0,2,0
836,G36000500232001,Bronx County,1446,0.01743849493487699,705,383,158,3,113,0
837,G36000500232002,Bronx County,1554,0.025992707322784598,755,312,167,7,204,0
838,G36000500233011,Bronx County,1208,0.02568027210884354,771,16,364,3,6,0
839,G36000500233012,Bronx County,1615,0.06340793089909698,1029,41,477,2,19,0
840,G36000500233013,Bronx County,1001,0.0363141665155088,611,14,330,6,11,0
841,G36000500233014,Bronx County,753,0.039554551662551875,597,7,139,0,0,1
842,G36000500233021,Bronx County,1582,0.04253259846753596,1258,23,251,4,15,0
843,G36000500233022,Bronx County,1992,0.07848081317469073,1643,20,293,0,4,2
844,G36000500235011,Bronx County,1661,0.04013725442814682,1353,23,230,2,2,0
845,G36000500235012,Bronx County,972,0.08083832335329341,837,3,103,0,10,0
846,G36000500235013,Bronx County,937,0.06334076928276888,725,7,184,1,2,0
847,G36000500235021,Bronx County,1857,0.052038671710802856,1355,10,414,5,43,0
848,G36000500235022,Bronx County,902,0.06946476703889103,721,14,132,3,22,0
849,G36000500235023,Bronx County,693,0.04088495575221239,457,15,167,4,16,0
850,G36000500235024,Bronx County,965,0.031515349444807314,806,8,123,1,13,0
851,G36000500236001,Bronx County,1132,0.024215457676428433,536,274,117,1,89,0
852,G36000500236002,Bronx County,1072,0.023652450190852325,610,223,134,4,44,0
853,G36000500237021,Bronx County,1179,0.024617890253069406,900,27,212,5,17,0
854,G36000500237031,Bronx County,2656,0.04505283870201686,1950,81,549,2,30,0
855,G36000500237032,Bronx County,1342,0.06386826575290311,967,48,274,5,15,0
856,G36000500237033,Bronx County,1088,0.05274384331975955,890,12,169,0,7,0
857,G36000500237041,Bronx County,794,0.051878471087879775,550,22,191,2,1,0
858,G36000500237042,Bronx County,1867,0.05483757269576455,1315,16,477,2,13,0
859,G36000500237043,Bronx County,1309,0.07226055754899255,1091,13,159,7,3,0
860,G36000500238001,Bronx County,138,0.0006799101336171219,83,19,14,0,6,0
861,G36000500238002,Bronx County,1326,0.018666328814561425,704,297,112,7,134,0
862,G36000500238003,Bronx County,1286,0.019621305747547335,638,339,111,7,107,0
863,G36000500239001,Bronx County,1449,0.03443522897407258,1250,14,146,0,21,0
864,G36000500239002,Bronx County,1488,0.05432441312839984,1010,16,432,1,8,0
865,G36000500239003,Bronx County,1526,0.046479044834307995,1126,9,295,2,60,0
866,G36000500239004,Bronx County,744,0.038344585888780085,501,10,211,2,16,0
867,G36000500239005,Bronx County,1108,0.060932688077430706,943,2,148,3,3,0
868,G36000500239006,Bronx County,899,0.036973061895949004,634,23,212,5,12,1
869,G36000500239007,Bronx County,999,0.06994328922495274,867,12,56,3,35,0
870,G36000500240001,Bronx County,2311,0.01825607482541789,1382,202,524,7,105,0
871,G36000500240002,Bronx County,846,0.025995575221238937,543,101,131,3,15,0
872,G36000500240003,Bronx County,1426,0.01768199685047181,914,89,259,1,83,0
873,G36000500241001,Bronx County,1380,0.0454590374542939,625,40,653,14,30,0
874,G36000500241002,Bronx County,1062,0.029865856745127817,718,28,276,0,5,0
875,G36000500241003,Bronx County,1347,0.03991584187755586,879,1,421,3,2,0
876,G36000500241004,Bronx County,890,0.06010264721772015,693,14,148,8,0,0
877,G36000500241005,Bronx County,1652,0.0818186320637908,1163,17,438,3,12,0
878,G36000500243001,Bronx County,1369,0.035649184938284464,1092,13,215,1,8,0
879,G36000500243002,Bronx County,1507,0.022201269906745827,1094,32,311,5,36,0
880,G36000500243003,Bronx County,1046,0.050361097737120844,796,12,191,5,23,0
881,G36000500243004,Bronx County,1655,0.07078396989008169,1006,35,549,1,1,0
882,G36000500244001,Bronx County,981,0.01390227311376906,437,380,32,0,102,0
883,G36000500244002,Bronx County,1426,0.013561062822146567,614,499,81,0,172,0
