School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Data As Of,data_year
P.S. 38 - MANHATTAN,M,4,PARAPETS,1526000,CIP,M121,232 EAST 103 STREET,Manhattan,,MANHATTAN,40.788952,-73.944538,111,8,164,1052384,1016520016,East Harlem South,"(40.788952, -73.944538)",8/9/21,2021
SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,K,14,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7606000,CIP,K033,70 TOMPKINS AVENUE,Brooklyn,,BROOKLYN,40.697152,-73.946641,303,36,257,3048517,3017430018,Bedford,"(40.697152, -73.946641)",8/9/21,2021
I.S. 210 - QUEENS,Q,27,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,744000,CIP,Q210,93-11 101 AVENUE,Queens,,QUEENS,40.683858,-73.84747,409,32,38,4188567,4090670001,Woodhaven,"(40.683858, -73.84747)",8/9/21,2021
P.S. 119 - BRONX,X,8,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,6240000,CIP,X119,1075 PUGSLEY AVENUE,Bronx,,BRONX,40.828518,-73.856569,209,18,4001,2025696,2037890021,Soundview-Bruckner,"(40.828518, -73.856569)",8/9/21,2021
THE BROOKLYN SCHOOL OF INQUIRY - K,K,21,RESO A ROOFTOP GREENHOUSE,2947000,CIP,K237,50 AVENUE P,Brooklyn,,BROOKLYN,40.60731,-73.986595,311,44,428,3396829,3066180001,Bensonhurst East,"(40.60731, -73.986595)",8/9/21,2021
P.S. 193 - QUEENS,Q,25,TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION / PATH OF TRAVEL TCU REMOVAL / PLAYGROUND REDEVELOPMENT,9648457.65,CIP,Q193,152-20 11 AVENUE,Queens,,QUEENS,40.792483,-73.809741,407,19,987,4103056,4045380001,Whitestone,"(40.792483, -73.809741)",8/9/21,2021
P.S. 42 - STATEN ISLAND,R,31,WATER PENTRATION / EXTERIOR MASONRY / ROOFS,3088000,CIP,R848,25 AUGUSTA AVENUE,Staten Island,,STATEN IS,40.551882,-74.168869,503,51,17012,5130512,5056050001,Annadale-Huguenot-Prince's Bay-Eltingville,"(40.551882, -74.168869)",8/9/21,2021
X188 SPED - BRONX,X,10,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,5248000,CIP,X034,770 GROTE STREET,Bronx,,BRONX,40.850561,-73.883743,206,15,393,2098380,2031000014,Belmont,"(40.850561, -73.883743)",8/9/21,2021
I.S. 109 - QUEENS,Q,29,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,587000,CIP,Q109,213-10 92 AVENUE,Queens,,QUEENS,40.720713,-73.747001,413,23,542,4226839,4106260001,Queens Village,"(40.720713, -73.747001)",8/9/21,2021
NAPLES STREET ELEMENTARY SCHOOL - R,R,31,WATER PENETRATION IN BASEMENT / PARAPETS / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / ROOFS / EXTERIOR MASONRY,13900000,CIP,R048,1055 TARGEE STREET,Staten Island,,STATEN IS,40.60223,-74.091355,502,50,50,5046419,5031710001,Grasmere-Arrochar-Ft. Wadsworth,"(40.60223, -74.091355)",8/9/21,2021
P.S. 175 - QUEENS,Q,28,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,1130000,CIP,Q175,64-35 102 STREET,Queens,,QUEENS,40.730941,-73.853164,406,29,721,4051200,4021280014,Forest Hills,"(40.730941, -73.853164)",8/9/21,2021
I.S. 34 - STATEN ISLAND,R,31,MASONRY / WINDOWS / PARAPETS / ROOFS,23246400,CIP,R034,528 ACADEMY AVENUE,Staten Island,,STATEN IS,40.508284,-74.243428,503,51,24401,5088090,5078940001,Charleston-Richmond Valley-Tottenville,"(40.508284, -74.243428)",8/9/21,2021
P.S. 124 - QUEENS,Q,27,FY19 RESO A AUDITORIUM UPGRADE,292995,CIP,Q124,129-15 150 AVENUE,Queens,,QUEENS,40.665058,-73.811701,410,28,84602,4257530,4118820001,South Ozone Park,"(40.665058, -73.811701)",8/9/21,2021
NEWTOWN HS - QUEENS,Q,24,ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,1180000,CIP,Q455,48-01 90 STREET,Queens,,QUEENS,40.741122,-73.874721,404,25,461,4045629,4018490001,Elmhurst,"(40.741122, -73.874721)",8/9/21,2021
P.S. 18 - BRONX,X,7,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,850500,CIP,X018,502 MORRIS AVENUE,Bronx,,BRONX,40.816406,-73.92329,201,8,51,2000816,2023240008,Mott Haven-Port Morris,"(40.816406, -73.92329)",8/9/21,2021
P.S. 201 - QUEENS,Q,25,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,1138000,CIP,Q201,65-11 155 STREET,Queens,,QUEENS,40.736653,-73.813346,408,24,122702,4146992,4067920100,Pomonok-Flushing Heights-Hillcrest,"(40.736653, -73.813346)",8/9/21,2021
P.S. 273 - BROOKLYN,K,19,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,236120,CIP,K273,923 JEROME STREET,Brooklyn,,BROOKLYN,40.657922,-73.879354,305,42,1078,3097973,3044010001,East New York,"(40.657922, -73.879354)",8/9/21,2021
P.S. 59 - BRONX,X,10,ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,87500,CIP,X059,2185 BATHGATE AVENUE,Bronx,,BRONX,40.852774,-73.893524,206,15,395,2011538,2030490037,Claremont-Bathgate,"(40.852774, -73.893524)",8/9/21,2021
I.S. 68 - BROOKLYN,K,18,LSP CHARTER MATCH LOCKER REPLACEMENT,91250,CIP,K068,956 EAST 82 STREET,Brooklyn,,BROOKLYN,40.635553,-73.91079,318,46,956,3224947,3080180001,Canarsie,"(40.635553, -73.91079)",8/9/21,2021
NYC SCHOOL CONSTRUCTION AUTHORITY - QUEENS,Q,24,3RD FLOOR PANTRY AND OFFICE BUILD OUT,261158,CIP,Q998,30-30 THOMSON AVENUE,Queens,,QUEENS,40.745042,-73.936191,402,26,179,4003533,4002770001,Hunters Point-Sunnyside-West Maspeth,"(40.745042, -73.936191)",8/9/21,2021
MILLENNIUM HS - MANHATTAN,M,2,FY19 RESO A AUDITORIUM UPGRADE,84542,CIP,M824,75 BROAD STREET,Manhattan,,MANHATTAN,40.704541,-74.011552,101,1,9,1000849,1000290070,Battery Park City-Lower Manhattan,"(40.704541, -74.011552)",8/9/21,2021
P.S. 69 - STATEN ISLAND,R,31,FY19 RESO A LIBRARY UPGRADE,470000,CIP,R069,144 KEATING PLACE,Staten Island,,STATEN IS,40.591468,-74.156705,502,51,27705,5037541,5023660073,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,"(40.591468, -74.156705)",8/9/21,2021
I.S. 302 - BRONX,X,8,FLOOD ELIMINATION,2289000,CIP,X052,681 KELLY STREET,Bronx,,BRONX,40.815429,-73.902139,202,17,83,2005133,2026860020,Longwood,"(40.815429, -73.902139)",8/9/21,2021
P.S. 160 - QUEENS,Q,28,ELECTRICAL WORK FOR A/C INITIATIVE,19844,CIP,Q160,109-59 INWOOD STREET,Queens,,QUEENS,40.688103,-73.800415,412,28,196,4258143,4119420302,South Jamaica,"(40.688103, -73.800415)",8/9/21,2021
I.S. 101 - BRONX,X,8,WINDOW SILL ISSUE / ROOFS,6343038,CIP,X101,2750 LAFAYETTE AVENUE,Bronx,,BRONX,40.827471,-73.829753,210,13,152,2080231,2055470001,Schuylerville-Throgs Neck-Edgewater Park,"(40.827471, -73.829753)",8/9/21,2021
NEW DORP HS - STATEN ISLAND,R,31,PARAPETS / EXTERIOR MASONRY / ROOFS,29474103,CIP,R435,465 NEW DORP LANE,Staten Island,,STATEN IS,40.569393,-74.107737,502,50,11202,5055367,5039300010,New Dorp-Midland Beach,"(40.569393, -74.107737)",8/9/21,2021
P.S. 88 - QUEENS,Q,24,ELECTRICAL WORK FOR A/C INITIATIVE,435000,CIP,Q088,60-85 CATALPA AVENUE,Queens,,QUEENS,40.703779,-73.896374,405,30,585,4085173,4035340012,Ridgewood,"(40.703779, -73.896374)",8/9/21,2021
P.S. 205 - BROOKLYN,K,20,LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,41000,CIP,K205,6701 20 AVENUE,Brooklyn,,BROOKLYN,40.61527,-73.987149,311,47,256,3134749,3055710001,Bensonhurst West,"(40.61527, -73.987149)",8/9/21,2021
P.S. 73 - BRONX,X,9,ELECTRICAL WORK FOR A/C INITIATIVE,169995,CIP,X073,1020 ANDERSON AVENUE,Bronx,,BRONX,40.832706,-73.926838,204,8,189,2003051,2025040082,Highbridge,"(40.832706, -73.926838)",8/9/21,2021
P.S. @ 28-42 TRINITY PLACE - MANHATTAN,M,2,New,37397000,CAP,M464,28-42 TRINITY PLACE,Manhattan,10006,MANHATTAN,40.706979,-74.013508,101,1,13,1000796,1000190013,Battery Park City-Lower Manhattan,"(40.706979, -74.013508)",8/9/21,2021
P.S. 147 - BROOKLYN,K,14,ELECTRICAL WORK FOR A/C INITIATIVE,339000,CIP,K147,325 BUSHWICK AVENUE,Brooklyn,,BROOKLYN,40.705204,-73.939407,301,34,485,3071418,3030910001,Bushwick South,"(40.705204, -73.939407)",8/9/21,2021
P.S./I.S. 266 - QUEENS,Q,26,LSP HOT WATER HEATER,74000,CIP,Q266,74-10 COMMONWEALTH BOULEVARD,Queens,,QUEENS,40.746231,-73.727614,413,23,1567,4529900,4078700074,Bellerose,"(40.746231, -73.727614)",8/9/21,2021
P.S. 85 ANNEX - QUEENS,Q,30,Demo,1267750,CAP,Q489,23-35 29 STREET,Queens,11105,QUEENS,40.774348,-73.91471,401,22,115,,,Steinway,"(40.774348, -73.91471)",8/9/21,2021
I.S. 151 - BRONX,X,7,ROOFS / EXTERIOR MASONRY / PARAPETS,14488517,CIP,X151,250 EAST 156 STREET,Bronx,,BRONX,40.82316,-73.921631,204,17,61,2002458,2024430190,East Concourse-Concourse Village,"(40.82316, -73.921631)",8/9/21,2021
UNIVERSITY NEIGHBORHOOD HS - M,M,1,FY18 RESO A SAFETY SYSTEMS,15580,CIP,M446,200 MONROE STREET,Manhattan,,MANHATTAN,40.712399,-73.984497,103,1,202,1003214,1002590044,Lower East Side,"(40.712399, -73.984497)",8/9/21,2021
I.S. 145 - QUEENS,Q,30,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,8497000,CIP,Q145,33-34 80 STREET,Queens,,QUEENS,40.754661,-73.887112,403,25,285,4442764,4012520001,Jackson Heights,"(40.754661, -73.887112)",8/9/21,2021
P.S./I.S. 499 - QUEENS,Q,25,LSP DOMESTIC WATER HEATER REPLACEMENT,100000,CIP,Q499,148-20 REEVES AVENUE,Queens,,QUEENS,40.739246,-73.822057,408,24,809,4467571,4065070150,Kew Gardens Hills,"(40.739246, -73.822057)",8/9/21,2021
P.S. 153 - BROOKLYN,K,21,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,9020,CIP,K153,1970 HOMECREST AVENUE,Brooklyn,,BROOKLYN,40.601617,-73.959779,315,48,556,3196677,3072910030,Homecrest,"(40.601617, -73.959779)",8/9/21,2021
P.S. 24 - BROOKLYN,K,15,PARAPETS / DOORS,1469786,CIP,K024,427 38TH STREET,Brooklyn,,BROOKLYN,40.652701,-74.004743,307,38,84,3346119,3007010001,Sunset Park West,"(40.652701, -74.004743)",8/9/21,2021
P.S. 146 - BROOKLYN,K,15,DETERIORATED MASONRY,3939000,CIP,K142,610 HENRY STREET,Brooklyn,,BROOKLYN,40.68007,-74.001377,306,39,63,3336036,3003690001,Carroll Gardens-Columbia Street-Red Hook,"(40.68007, -74.001377)",8/9/21,2021
P.S. 126 - MANHATTAN,M,2,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,26926890,CIP,M126,80 CATHERINE STREET,Manhattan,,MANHATTAN,40.710729,-73.996631,103,1,25,1083357,1001110160,Chinatown,"(40.710729, -73.996631)",8/9/21,2021
P.S. 345 - BROOKLYN,K,19,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,6888000,CIP,K345,111 BERRIMAN STREET,Brooklyn,,BROOKLYN,40.676129,-73.880337,305,37,1192,3088734,3039900001,East New York,"(40.676129, -73.880337)",8/9/21,2021
P.S. 90 - BROOKLYN,K,21,FY18 RESO A LIBRARY UPGRADES,72197,CIP,K090,2840 WEST 12 STREET,Brooklyn,,BROOKLYN,40.578255,-73.979628,313,47,350,3196558,3072660040,West Brighton,"(40.578255, -73.979628)",8/9/21,2021
P.S. 397 - BROOKLYN,K,17,NYS LSP MULTI-PURPOSE ROOM UPGRADE,96200,CIP,K397,490 FENIMORE STREET,Brooklyn,,BROOKLYN,40.658939,-73.94629,309,40,810,3107315,3048150020,Prospect Lefferts Gardens-Wingate,"(40.658939, -73.94629)",8/9/21,2021
I.S. 181 - BRONX,X,11,FY19 RESO A IPDVS CAMERA INSTALLATION,581800,CIP,X181,800 BAYCHESTER AVENUE,Bronx,,BRONX,40.87529,-73.833912,210,12,46201,2116160,2051410150,Co-op City,"(40.87529, -73.833912)",8/9/21,2021
P.S. 127 - BROOKLYN,K,20,Addition,55890470,CAP,K127,922 78TH STREET,Brooklyn,11228,BROOKLYN,40.623781,-74.017868,310,43,206,3150481,3059730001,Dyker Heights,"(40.623781, -74.017868)",8/9/21,2021
BROOKLYN ACADEMY HS - BROOKLYN,K,13,WORK REQUIRED TO OBTAIN A C OF O,9436400,CIP,K458,832 MARCY AVENUE,Brooklyn,,BROOKLYN,40.685004,-73.947152,303,36,249,3051641,3018230038,Bedford,"(40.685004, -73.947152)",8/9/21,2021
R025 SPED - STATEN ISLAND,R,31,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,1234566,CIP,R025,4210 ARTHUR KILL ROAD,Staten Island,,STATEN IS,40.539795,-74.237549,503,51,226,5086781,5073150007,Charleston-Richmond Valley-Tottenville,"(40.539795, -74.237549)",8/9/21,2021
P.S. 175 HENRY H GARNET - M,M,5,RPZ BACKFLOW PREVENTION DEVICES,758626.16,CIP,M175,175 WEST 134 STREET,Manhattan,,MANHATTAN,40.814422,-73.943664,110,9,228,1058248,1019190006,Central Harlem North-Polo Grounds,"(40.814422, -73.943664)",8/9/21,2021
BRONX INTERNATIONAL - BRONX,X,9,TOWER TERRA COTTA REPLACEMENT / FLOOD ELIMINATION / ROOFS / WINDOWS / INTERIOR SPACES,37337000,CIP,X400,1110 BOSTON ROAD,Bronx,,BRONX,40.827642,-73.904473,203,16,135,2004526,2026340001,Morrisania-Melrose,"(40.827642, -73.904473)",8/9/21,2021
K140 SPED - BROOKLYN,K,13,LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,36845,CIP,K258,141 MACON STREET,Brooklyn,,BROOKLYN,40.681572,-73.945446,303,36,269,3053075,3018450001,Bedford,"(40.681572, -73.945446)",8/9/21,2021
P.S. 151 - QUEENS,Q,30,LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,34230,CIP,Q151,50-05 31 AVENUE,Queens,,QUEENS,40.757499,-73.908898,401,22,163,4014094,4007520001,Astoria,"(40.757499, -73.908898)",8/9/21,2021
P.S. 15 - MANHATTAN,M,1,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,6788401,CIP,M015,333 EAST 4 STREET,Manhattan,,MANHATTAN,40.721791,-73.978986,103,2,2601,1004415,1003740020,Lower East Side,"(40.721791, -73.978986)",8/9/21,2021
P.S. 197 - QUEENS,Q,27,IPDVS CAMERA INSTALLATION,516000,CIP,Q197,825 HICKSVILLE ROAD,Queens,,QUEENS,40.600199,-73.743968,414,31,101002,4298856,4155970001,Far Rockaway-Bayswater,"(40.600199, -73.743968)",8/9/21,2021
PORT RICHMOND HS - R,R,31,ATHLETIC FIELD,15621000,CIP,R446,39 INNIS STREET,Staten Island,,STATEN IS,40.633704,-74.142364,501,49,213,5026076,5011210001,Port Richmond,"(40.633704, -74.142364)",8/9/21,2021
P.S. 134 - BRONX,X,12,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,385000,CIP,X134,1330 BRISTOW STREET,Bronx,,BRONX,40.831194,-73.894773,203,17,153,2010273,2029650082,Crotona Park East,"(40.831194, -73.894773)",8/9/21,2021
I.S. 5 - QUEENS,Q,24,PUBLIC ADDRESS SYSTEM / HVAC,4710000,CIP,Q005,50-40 JACOBUS STREET,Queens,,QUEENS,40.737718,-73.887429,404,25,489,4454423,4024500017,Elmhurst-Maspeth,"(40.737718, -73.887429)",8/9/21,2021
P.S. 222 - QUEENS,Q,30,UPE- INTERIOR CONVERSION/ENCLOSED ROOFTOP PLAYGROUND,4054549,CIP,Q222,86-15 37TH AVENUE,Queens,,QUEENS,40.750172,-73.880363,403,25,279,4035854,4014600034,Jackson Heights,"(40.750172, -73.880363)",8/9/21,2021
P.S. 8 - BRONX,X,10,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,6130670,CIP,X008,3010 BRIGGS AVENUE,Bronx,,BRONX,40.872612,-73.883574,207,11,415,2094734,2032990060,Bedford Park-Fordham North,"(40.872612, -73.883574)",8/9/21,2021
P.S. 183 - QUEENS,Q,27,FY19 RESO A PLAYGROUND / PATH OF TRAVEL RESO A PLAYGROUND,979000,CIP,Q183,2-45 BEACH 79 STREET,Queens,,QUEENS,40.589508,-73.805361,414,31,94202,4303354,4161120001,Hammels-Arverne-Edgemere,"(40.589508, -73.805361)",8/9/21,2021
I.S. 244 - BRONX,X,10,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,6969000,CIP,X143,120 WEST 231 STREET,Bronx,,BRONX,40.875916,-73.90111,208,14,273,2015547,2032530141,Van Cortlandt Village,"(40.875916, -73.90111)",8/9/21,2021
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,X,7,FLOOD ELIMINATION / PARAPETS / ROOFS / EXTERIOR MASONRY,5997000,CIP,X183,339 MORRIS AVENUE,Bronx,,BRONX,40.813641,-73.925313,201,8,51,2000957,2023330070,Mott Haven-Port Morris,"(40.813641, -73.925313)",8/9/21,2021
FOREST HILLS HS - QUEENS,Q,28,IPDVS CAMERA INSTALLATION,835000,CIP,Q440,67-01 110 STREET,Queens,,QUEENS,40.729402,-73.845637,406,29,747,4052143,4021890002,Forest Hills,"(40.729402, -73.845637)",8/9/21,2021
TOTTENVILLE HS - STATEN ISLAND,R,31,WATER INFILTRATION IN OIL TANK ROOM / PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,12699000,CIP,R455,100 LUTEN AVENUE,Staten Island,,STATEN IS,40.528092,-74.192032,503,51,198,5082634,5066130001,Annadale-Huguenot-Prince's Bay-Eltingville,"(40.528092, -74.192032)",8/9/21,2021
P.S. 71 - BRONX,X,8,FY17 RESO A AUDITORIUM UPGRADE,345000,CIP,X071,3040 ROBERTS AVENUE,Bronx,,BRONX,40.845787,-73.829829,210,13,26602,2046140,2041710001,Pelham Bay-Country Club-City Island,"(40.845787, -73.829829)",8/9/21,2021
I.S. 443 - BROOKLYN,K,15,LSP VACUUM PUMP REPLACEMENT,187997,CIP,K845,330 18 STREET,Brooklyn,,BROOKLYN,40.660976,-73.988297,307,38,147,3331274,3008800001,Sunset Park West,"(40.660976, -73.988297)",8/9/21,2021
J.H.S. 25 - QUEENS,Q,25,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7975000,CIP,Q025,34-65 192 STREET,Queens,,QUEENS,40.765133,-73.790083,411,19,1139,4119139,4052610001,Auburndale,"(40.765133, -73.790083)",8/9/21,2021
I.S. 118 - BRONX,X,10,CAST PANELS / FLOOD ELIMINATION / PARAPETS / ROOFS,17541000,CIP,X118,577 EAST 179 STREET,Bronx,,BRONX,40.848339,-73.89308,206,15,37504,2011995,2030690001,East Tremont,"(40.848339, -73.89308)",8/9/21,2021
NORTH QUEENS COMMUNITY HS - Q,Q,25,ELECTRICAL WORK FOR A/C INITIATIVE,75000,CIP,Q792,141-25 77TH ROAD,Queens,,QUEENS,40.720359,-73.819792,408,24,77903,4438284,4066290035,Kew Gardens Hills,"(40.720359, -73.819792)",8/9/21,2021
P.S. 40 - QUEENS,Q,28,ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,133163.78,CIP,Q040,109-20 UNION HALL STREET,Queens,,QUEENS,40.694125,-73.790675,412,28,260,4263341,4121510001,South Jamaica,"(40.694125, -73.790675)",8/9/21,2021
J.H.S. 158 - QUEENS,Q,26,ELECTRICAL WORK FOR A/C INITIATIVE / LOW VOLTAGE ELECTRICAL / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,2066000,CIP,Q158,46-35 OCEANIA STREET,Queens,,QUEENS,40.756139,-73.772862,411,19,1447,4438325,4073120001,Bayside-Bayside Hills,"(40.756139, -73.772862)",8/9/21,2021
P.S. 46 - QUEENS,Q,26,ADDITION / PLAYGROUND REDEVELOPMENT PROJECT,389000,CIP,Q046,64-45 218 STREET,Queens,,QUEENS,40.746202,-73.758752,411,23,1367,4162449,4076190001,Oakland Gardens,"(40.746202, -73.758752)",8/9/21,2021
"HERO HIGH (HEALTH, EDUCATION, AND RESEARCH OCCUPAT",X,7,STH SBHC,2918000,CIP,X655,455 SOUTHERN BOULEVARD,Bronx,,BRONX,40.810803,-73.907015,201,8,35,2003883,2025760026,Mott Haven-Port Morris,"(40.810803, -73.907015)",8/9/21,2021
P.S. 196 - BROOKLYN,K,14,DEFECTIVE FOUNDATION WALLS- WATER INFILTRATION / DEFECTIVE FACADE / ROOFS,4100000,CIP,K196,207 BUSHWICK AVENUE,Brooklyn,,BROOKLYN,40.708723,-73.940002,301,34,485,3071024,3030460001,Bushwick South,"(40.708723, -73.940002)",8/9/21,2021
PRE-K CENTER @ 104-04 CORONA AVENUE - QUEENS,Q,24,New,4029447,CAP,Q373,104-04 CORONA AVENUE,Queens,11368,QUEENS,40.744001,-73.858404,404,21,439,4047629,4019350068,Corona,"(40.744001, -73.858404)",8/9/21,2021
P.S. @ PARCEL F - QUEENS,Q,30,New,66133451,CAP,Q375,1-35 57TH AVENUE,Queens,11101,QUEENS,40.738836,-73.960609,402,26,1,4000000,4000060130,Hunters Point-Sunnyside-West Maspeth,"(40.738836, -73.960609)",8/9/21,2021
P.S. 170 - BROOKLYN,K,20,REINFORCING SUPPORT ELEMENTS / ROOFS / EXTERIOR MASONRY / PARAPETS,13777000,CIP,K170,619 72ND STREET,Brooklyn,,BROOKLYN,40.630031,-74.018878,310,43,134,3146921,3058990001,Bay Ridge,"(40.630031, -74.018878)",8/9/21,2021
BOYS & GIRLS HS - BROOKLYN,K,16,LL 26-EXIT SIGNS,218050.05,CIP,K455,1700 FULTON STREET,Brooklyn,,BROOKLYN,40.67944,-73.932407,303,36,271,3047996,3017010001,Crown Heights North,"(40.67944, -73.932407)",8/9/21,2021
P.S. @ 45 WAVERLY PLACE - STATEN ISLAND,R,31,New,77780000,CAP,R070,45 WAVERLY PLACE,Staten Is,10304,STATEN IS,40.618212,-74.085058,501,49,29,,,Stapleton-Rosebank,"(40.618212, -74.085058)",8/9/21,2021
P.S. 193 - BROOKLYN,K,22,ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,148000,CIP,K193,2515 AVENUE L,Brooklyn,,BROOKLYN,40.621507,-73.950473,314,45,754,3208461,3076250001,Midwood,"(40.621507, -73.950473)",8/9/21,2021
P.S. 114 - BRONX,X,9,ELECTRICAL WORK FOR A/C INITIATIVE,13200,CIP,X114,1155 CROMWELL AVENUE,Bronx,,BRONX,40.834776,-73.923067,204,16,63,2003022,2024950100,West Concourse,"(40.834776, -73.923067)",8/9/21,2021
GEORGE WESTINGHOUSE VOC. HS,K,13,LSP- VACUUM PUMP & STEAM TRAPS REPLACEMENT,175902,CIP,K580,105 JOHNSON STREET,Brooklyn,,BROOKLYN,40.694926,-73.986015,302,33,13,3348041,3001310001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.694926, -73.986015)",8/9/21,2021
P.S. 1 - BROOKLYN,K,15,FY19 RESO A AUDITORIUM UPGRADE,357000,CIP,K001,309 47TH STREET,Brooklyn,,BROOKLYN,40.649042,-74.012289,307,38,80,3011821,3007550022,Sunset Park West,"(40.649042, -74.012289)",8/9/21,2021
P.S. 92 - QUEENS,Q,30,RPZ BACKFLOW PREVENTION DEVICES,187000,CIP,Q292,99-01 34TH AVENUE,Queens,,QUEENS,40.755418,-73.869017,403,21,377,4042496,4017140018,North Corona,"(40.755418, -73.869017)",8/9/21,2021
P.S. 215 - BROOKLYN,K,21,LSP REPLACE PVI DOMESTIC WATER HEATER,82000,CIP,K215,415 AVENUE S,Brooklyn,,BROOKLYN,40.602084,-73.970013,315,47,41401,3178584,3066810169,Homecrest,"(40.602084, -73.970013)",8/9/21,2021
LONGWOOD PREPARATORY ACADEMY,X,8,IPDVS CAMERA INSTALLATION,357597,CIP,X039,965 LONGWOOD AVENUE,Bronx,,BRONX,40.817512,-73.898212,202,17,87,2005616,2027100001,Longwood,"(40.817512, -73.898212)",8/9/21,2021
P.S. 163 - BROOKLYN,K,20,LSP- REPLACE DUPLEX SEWAGE EJECTOR PUMPS,182400,CIP,K807,109 BAY 14 STREET,Brooklyn,,BROOKLYN,40.606792,-74.00806,311,43,180,3392297,3063990040,Bath Beach,"(40.606792, -74.00806)",8/9/21,2021
P.S. 64 - QUEENS,Q,27,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / FIRE ALARM SYSTEMS,6543210,CIP,Q064,82-01 101 AVENUE,Queens,,QUEENS,40.681172,-73.856918,409,32,42,4188214,4090530014,Woodhaven,"(40.681172, -73.856918)",8/9/21,2021
I.S. 171 - BROOKLYN,K,19,LL 26-EXIT SIGNS,31870,CIP,K171,528 RIDGEWOOD AVENUE,Brooklyn,,BROOKLYN,40.68618,-73.869625,305,37,1184,3092456,3041340020,Cypress Hills-City Line,"(40.68618, -73.869625)",8/9/21,2021
HS FOR HEALTH CAREER & SCIENCE - M,M,6,LL 26-EXIT SIGNS,157564.59,CIP,M465,549 AUDUBON AVENUE,Manhattan,,MANHATTAN,40.855855,-73.92712,112,10,277,1076751,1021600018,Washington Heights North,"(40.855855, -73.92712)",8/9/21,2021
P.S. 88 - BRONX,X,9,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,879000,CIP,X088,1340 SHERIDAN AVENUE,Bronx,,BRONX,40.837275,-73.913574,204,16,17902,2094533,2028300017,East Concourse-Concourse Village,"(40.837275, -73.913574)",8/9/21,2021
JOHN ADAMS HS - QUEENS,Q,27,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,738000,CIP,Q480,102-10 ROCKAWAY BOULEVARD,Queens,,QUEENS,40.679487,-73.836476,410,32,864,4202849,4095400002,South Ozone Park,"(40.679487, -73.836476)",8/9/21,2021
