School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Data As Of,data_year
WORLD CULTURES HS - X,X,12,CHARTER MATCH SUPPLEMENTAL COOLING,448905,CIP,X420,1300 BOYNTON AVENUE,Bronx,,BRONX,40.831601,-73.878912,209,18,56,2027459,2038640001,West Farms-Bronx River,"(40.831601, -73.878912)",8/9/21,2021
HS FOR HEALTH PROF & HUMAN SERV-M,M,2,LL 26-EXIT SIGNS,144650.92,CIP,M475,345 EAST 15 STREET,Manhattan,,MANHATTAN,40.732447,-73.983031,106,2,48,1020419,1009220008,Gramercy,"(40.732447, -73.983031)",8/9/21,2021
P.S. 287 - BROOKLYN,K,13,ROOFS / PARAPETS / EXTERIOR MASONRY,8592000,CIP,K287,50 NAVY STREET,Brooklyn,,BROOKLYN,40.697901,-73.98054,302,35,23,3000203,3001110001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.697901, -73.98054)",8/9/21,2021
I.S. 293 - MANHATTAN,M,6,IPDVS CAMERA INSTALLATION,605000,CIP,M218,4600 BROADWAY,Manhattan,,MANHATTAN,40.86079,-73.930672,112,10,285,1076756,1021720016,Washington Heights North,"(40.86079, -73.930672)",8/9/21,2021
P.S. 191 - QUEENS,Q,26,ELECTRICAL WORK FOR A/C INITIATIVE,886900,CIP,Q191,85-15 258 STREET,Queens,,QUEENS,40.734318,-73.709137,413,23,157903,4180083,4088010014,Glen Oaks-Floral Park-New Hyde Park,"(40.734318, -73.709137)",8/9/21,2021
P.S. 75 - BROOKLYN,K,32,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOF,4730000,CIP,K075,95 GROVE STREET,Brooklyn,,BROOKLYN,40.693313,-73.920666,304,34,419,3075879,3033140001,Bushwick South,"(40.693313, -73.920666)",8/9/21,2021
P.S. 67 - BRONX,X,12,FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PAVED AREAS- CONCRETE / CAFETERIA FLOOR REPLACEMENT,20967450,CIP,X067,2024 MOHEGAN AVENUE,Bronx,,BRONX,40.843945,-73.884788,206,17,363,2013142,2031230003,East Tremont,"(40.843945, -73.884788)",8/9/21,2021
P.S. 205 - BRONX,X,10,ELECTRICAL WORK FOR A/C INITIATIVE,298500,CIP,X205,2475 SOUTHERN BOULEVARD,Bronx,,BRONX,40.855263,-73.881139,206,15,393,2086808,2031150021,Belmont,"(40.855263, -73.881139)",8/9/21,2021
P.S. 111 - MANHATTAN,M,2,FACADE PANELS / ROOFS / PARAPETS,9043000,CIP,M111,440 WEST 53 STREET,Manhattan,,MANHATTAN,40.765878,-73.988823,104,3,133,1026740,1010620003,Clinton,"(40.765878, -73.988823)",8/9/21,2021
P.S. 114 - BRONX,X,9,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,6650000,CIP,X114,1155 CROMWELL AVENUE,Bronx,,BRONX,40.834776,-73.923067,204,16,63,2003022,2024950100,West Concourse,"(40.834776, -73.923067)",8/9/21,2021
X721 SPED - BRONX,X,11,EXTERIOR MASONRY WATER PENETRATION / WINDOWS / ROOFS / FLOOD ELIMINATION / PARAPETS,9394223,CIP,X722,2697 WESTCHESTER AVENUE,Bronx,,BRONX,40.842289,-73.838949,211,13,284,2045725,2041330200,Van Nest-Morris Park-Westchester Square,"(40.842289, -73.838949)",8/9/21,2021
I.S. 221 - BRONX,X,7,LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,64670,CIP,X149,360 EAST 145 STREET,Bronx,,BRONX,40.813983,-73.920782,201,8,43,2097038,2023060054,Mott Haven-Port Morris,"(40.813983, -73.920782)",8/9/21,2021
I.S. 340 - BROOKLYN,K,13,UPE- PLAYGROUND,340000,CIP,K874,227 STERLING PLACE,Brooklyn,,BROOKLYN,40.676094,-73.97038,308,35,163,3029060,3011640057,Prospect Heights,"(40.676094, -73.97038)",8/9/21,2021
NEW UTRECHT HS - BROOKLYN,K,20,WATER PENETRATION INTO BASEMENT / NATATORIUM RECONSTRUCTION,8803000,CIP,K445,1601 80 STREET,Brooklyn,,BROOKLYN,40.613262,-74.003404,311,43,182,3162711,3062710001,Bensonhurst West,"(40.613262, -74.003404)",8/9/21,2021
P.S. 242 - MANHATTAN,M,3,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,5855000,CIP,M144,134 WEST 122 STREET,Manhattan,,MANHATTAN,40.8063,-73.948013,110,9,220,1057683,1019060011,Central Harlem South,"(40.8063, -73.948013)",8/9/21,2021
P.S. 206 - QUEENS,Q,28,Addition,39411000,CAP,Q206,61-21 97TH PLACE,Queens,11374,QUEENS,40.73425,-73.861546,406,29,71702,4050414,4020830123,Rego Park,"(40.73425, -73.861546)",8/9/21,2021
PRE-K CENTER @ 98-22 55 AVENUE - QUEENS,Q,24,Lease,0,CAP,Q437,98-22 55 AVENUE,Queens,11368,QUEENS,40.739192,-73.862261,404,21,44302,4437298,4019070023,Corona,"(40.739192, -73.862261)",8/9/21,2021
JOHN ADAMS HS - QUEENS,Q,27,ELECTRICAL WORK FOR A/C INITIATIVE,729000,CIP,Q480,102-10 ROCKAWAY BOULEVARD,Queens,,QUEENS,40.679487,-73.836476,410,32,864,4202849,4095400002,South Ozone Park,"(40.679487, -73.836476)",8/9/21,2021
P.S. 192 - BROOKLYN,K,20,LSP REPLACE LEAKING PVI DOMESTIC WATER HEATER,85655,CIP,K192,4715 18 AVENUE,Brooklyn,,BROOKLYN,40.629303,-73.979995,312,44,476,3128909,3054450001,Borough Park,"(40.629303, -73.979995)",8/9/21,2021
ALFRED E. SMITH HS - X,X,7,FY18 RESO A GYMNASIUM UPGRADE,287000,CIP,X600,333 EAST 151 STREET,Bronx,,BRONX,40.818232,-73.919867,201,17,67,2001874,2024110022,Melrose South-Mott Haven North,"(40.818232, -73.919867)",8/9/21,2021
P.S. 229 - QUEENS,Q,24,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,665000,CIP,Q229,67-25 51 ROAD,Queens,,QUEENS,40.734294,-73.897557,405,30,513,4440274,4024230001,Maspeth,"(40.734294, -73.897557)",8/9/21,2021
LIFE SCIENCE SECONDARY SCHOOL - M,M,2,LSP HOT WATER HEATER,74000,CIP,M645,320 EAST 96 STREET,Manhattan,,MANHATTAN,40.783625,-73.945637,108,5,15601,1050338,1015580034,Yorkville,"(40.783625, -73.945637)",8/9/21,2021
P.S. 241 - BROOKLYN,K,17,RPZ BACKFLOW PREVENTION DEVICES,1195000,CIP,K840,976 PRESIDENT STREET,Brooklyn,,BROOKLYN,40.669339,-73.960675,309,35,213,3378160,3011880001,Crown Heights South,"(40.669339, -73.960675)",8/9/21,2021
P.S. 11 - BROOKLYN,K,13,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,7433000,CIP,K011,419 WAVERLY AVENUE,Brooklyn,,BROOKLYN,40.685491,-73.966291,302,35,199,3332865,3019620010,Clinton Hill,"(40.685491, -73.966291)",8/9/21,2021
P.S. 38 - QUEENS,Q,29,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,389000,CIP,Q038,135-21 241 STREET,Queens,,QUEENS,40.671561,-73.734043,413,31,638,4284236,4132220001,Rosedale,"(40.671561, -73.734043)",8/9/21,2021
P.S. 235 - BROOKLYN,K,18,NYS LSP AUDITORIUM UPGRADE,42900,CIP,K235,525 LENOX ROAD,Brooklyn,,BROOKLYN,40.654704,-73.941089,317,41,814,3107846,3048440001,East Flatbush-Farragut,"(40.654704, -73.941089)",8/9/21,2021
P.S. 20 - QUEENS,Q,25,FIRE ALARM SYSTEM / MECHANICAL SYSTEMS REPAIR / CERTIFICATE OF OCCUPANCY,9411000,CIP,Q020,142-30 BARCLAY AVENUE,Queens,,QUEENS,40.758689,-73.824832,407,20,855,4114657,4050470001,Flushing,"(40.758689, -73.824832)",8/9/21,2021
P.S. 41 - BRONX,X,11,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,8850000,CIP,X041,3352 OLINVILLE AVENUE,Bronx,,BRONX,40.874313,-73.868157,212,12,374,2056898,2046240015,Williamsbridge-Olinville,"(40.874313, -73.868157)",8/9/21,2021
I.S. 7 - STATEN ISLAND,R,31,FY19 RESO A GYMNASIUM UPGRADE / FY19 RESO A PATH OF TRAVEL GYMNASIUM UPGRADE,636210,CIP,R007,1270 HUGUENOT AVENUE,Staten Island,,STATEN IS,40.523757,-74.185941,503,51,198,5082345,5065440001,Annadale-Huguenot-Prince's Bay-Eltingville,"(40.523757, -74.185941)",8/9/21,2021
P.S. 45 - QUEENS,Q,27,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,12166000,CIP,Q045,126-28 150 STREET,Queens,,QUEENS,40.672727,-73.788164,412,28,788,4262725,4121040001,Baisley Park,"(40.672727, -73.788164)",8/9/21,2021
ORIGINS HIGH SCHOOL,K,22,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,16236,CIP,K495,3000 AVENUE X,Brooklyn,,BROOKLYN,40.594124,-73.937696,315,48,626,3203631,3074250002,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"(40.594124, -73.937696)",8/9/21,2021
HOSTOS-LINCOLN ACADEMY OF SCIENCE,X,7,RPZ INSTALLATION,563000,CIP,X162,600 ST ANNS AVENUE,Bronx,,BRONX,40.815498,-73.91224,201,17,73,2004314,2026160001,Melrose South-Mott Haven North,"(40.815498, -73.91224)",8/9/21,2021
P.S. 46 - QUEENS,Q,26,Addition,45363000,CAP,Q046,64-45 218 STREET,Queens,11364,QUEENS,40.746202,-73.758752,411,23,1367,4162449,4076190001,Oakland Gardens,"(40.746202, -73.758752)",8/9/21,2021
P.S. 158 - BROOKLYN,K,19,LSP DETERIORATED GYM FLOOR,56840,CIP,K158,400 ASHFORD STREET,Brooklyn,,BROOKLYN,40.672579,-73.884803,305,37,1150,3089176,3040150001,East New York,"(40.672579, -73.884803)",8/9/21,2021
P.S. 194 - BROOKLYN,K,22,PARAPETS,979786,CIP,K194,3117 AVENUE W,Brooklyn,,BROOKLYN,40.596757,-73.933499,315,46,570,3201629,3073930001,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"(40.596757, -73.933499)",8/9/21,2021
HARRY S. TRUMAN HS - X,X,11,FY19 RESO A AUDITORIUM UPGRADE,64850,CIP,X455,750 BAYCHESTER AVENUE,Bronx,,BRONX,40.874091,-73.833904,210,12,46201,2116159,2051410150,Co-op City,"(40.874091, -73.833904)",8/9/21,2021
P.S. 81 - BRONX,X,10,FY20 RESO A IPDVS CAMERA INSTALLATION,700500,CIP,X081,5550 RIVERDALE AVENUE,Bronx,,BRONX,40.903553,-73.905229,208,11,337,2084806,2058501550,North Riverdale-Fieldston-Riverdale,"(40.903553, -73.905229)",8/9/21,2021
P.S. @ PARCEL F - QUEENS,Q,30,Demo,1356549,CAP,Q375,1-35 57TH AVENUE,Queens,11101,QUEENS,40.738836,-73.960609,402,26,1,4000000,4000060130,Hunters Point-Sunnyside-West Maspeth,"(40.738836, -73.960609)",8/9/21,2021
WHITELAW REID ACADEMY OF ARTS AND BUSINESS - BROOK,K,16,BUILDING DRAIN BACKUP,835519,CIP,K057,125 STUYVESANT AVENUE,Brooklyn,,BROOKLYN,40.691274,-73.933697,303,36,291,3043822,3016160001,Stuyvesant Heights,"(40.691274, -73.933697)",8/9/21,2021
P.S. 98 - QUEENS,Q,26,DETERIORATED MASONRY,3957000,CIP,Q098,40-20 235 STREET,Queens,,QUEENS,40.769271,-73.749369,411,19,1483,4168629,4080820285,Douglas Manor-Douglaston-Little Neck,"(40.769271, -73.749369)",8/9/21,2021
P.S. 305 - BROOKLYN,K,13,NYS LIBRARY UPGRADE / PATH OF TRAVEL NYS LIBRARY UPGRADE,555000,CIP,K305,344 MONROE STREET,Brooklyn,,BROOKLYN,40.686076,-73.945229,303,36,265,3051458,3018190014,Bedford,"(40.686076, -73.945229)",8/9/21,2021
J.H.S. 237 - QUEENS,Q,25,ELEVATOR MODERNIZATION,9486000,CIP,Q237,46-21 COLDEN STREET,Queens,,QUEENS,40.749545,-73.822073,407,20,845,4116436,4051470001,Flushing,"(40.749545, -73.822073)",8/9/21,2021
P.S. 122 - QUEENS,Q,30,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,517900,CIP,Q122,21-21 DITMARS BOULEVARD,Queens,,QUEENS,40.780347,-73.916655,401,22,103,4019633,4008800001,Steinway,"(40.780347, -73.916655)",8/9/21,2021
BROOKLYN TECH HS - K,K,13,LL 26-EXIT SIGNS,319643.28,CIP,K430,29 FT GREENE PLACE,Brooklyn,,BROOKLYN,40.688834,-73.976905,302,35,33,3058752,3020980013,Fort Greene,"(40.688834, -73.976905)",8/9/21,2021
P.S. 241 - BROOKLYN,K,17,FY18 RESO A SCIENCE LAB UPGRADES,534000,CIP,K241,976 PRESIDENT STREET,Brooklyn,,BROOKLYN,40.669339,-73.960675,309,35,213,3378160,3011880001,Crown Heights South,"(40.669339, -73.960675)",8/9/21,2021
P.S. 183 - MANHATTAN,M,2,FY19 RESO A SUPPLEMENTAL COOLING,388000,CIP,M183,419 EAST 66 STREET,Manhattan,,MANHATTAN,40.763736,-73.95815,108,5,116,1045569,1014610007,Lenox Hill-Roosevelt Island,"(40.763736, -73.95815)",8/9/21,2021
I.S. 2 - BROOKLYN,K,17,ROOFS / PARAPETS / EXTERIOR MASONRY / CONDENSING UNITS DX COILS REPLACEMENT / VENTILATION / CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM,12555000,CIP,K002,655 PARKSIDE AVENUE,Brooklyn,,BROOKLYN,40.656183,-73.951583,309,40,802,3378201,3050500051,Prospect Lefferts Gardens-Wingate,"(40.656183, -73.951583)",8/9/21,2021
Q000 - QUEENS,Q,30,COVID TESTING CENTER,673400,CIP,QT05,10-25 41ST AVENUE,Queens,,QUEENS,40.755488,-73.945328,401,26,25,4433386,4004700100,Queensbridge-Ravenswood-Long Island City,"(40.755488, -73.945328)",8/9/21,2021
P.S. 52 - QUEENS,Q,29,PAVED AREA- BLACKTOP / PATH OF TRAVEL PAVED AREAS- BLACKTOP,645246,CIP,Q052,178-37 146 TERRACE,Queens,,QUEENS,40.661122,-73.766733,413,31,320,4285972,4133530020,Springfield Gardens South-Brookville,"(40.661122, -73.766733)",8/9/21,2021
P.S. 69 - BROOKLYN,K,20,LSP- MULTIPLE GREASE TRAP REPLACEMENTS,79000,CIP,K069,6302 9TH AVENUE,Brooklyn,,BROOKLYN,40.632379,-74.009223,310,38,120,3387646,3057350032,Sunset Park East,"(40.632379, -74.009223)",8/9/21,2021
P.S. 87 - MANHATTAN,M,3,WINDOWS / RPZ BACKFLOW PREVENTION DEVICES / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / ROOFS / PARAPETS / EXTERIOR MASONRY / EXTERIOR DOORS,23719000,CIP,M087,160 WEST 78 STREET,Manhattan,,MANHATTAN,40.781958,-73.977638,107,6,161,1030196,1011490007,Upper West Side,"(40.781958, -73.977638)",8/9/21,2021
P.S. 74 - STATEN ISLAND,R,31,STANDALONE GYM ANNEX,8679000.72,CIP,R700,211 DANIEL LOW TERRACE,Staten Island,,STATEN IS,40.639087,-74.079922,501,49,11,5000290,5000180006,West New Brighton-New Brighton-St. George,"(40.639087, -74.079922)",8/9/21,2021
MARTIN VAN BUREN HS - QUEENS,Q,26,IPDVS CAMERA INSTALLATION,284544,CIP,Q435,230-17 HILLSIDE AVENUE,Queens,,QUEENS,40.733066,-73.738756,413,23,1301,4166101,4079300002,Bellerose,"(40.733066, -73.738756)",8/9/21,2021
P.S. 165 - QUEENS,Q,25,ELECTRICAL WORK FOR A/C INITIATIVE,132000,CIP,Q165,70-35 150 STREET,Queens,,QUEENS,40.729741,-73.818446,408,24,77906,4144881,4066970012,Kew Gardens Hills,"(40.729741, -73.818446)",8/9/21,2021
P.S. 246 - BRONX,X,10,ELEVATOR REPLACEMENT / EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / RETAINING WALL,11448000,CIP,X843,2641 GRAND CONCOURSE,Bronx,,BRONX,40.865593,-73.894758,207,14,401,2013830,2031680027,Bedford Park-Fordham North,"(40.865593, -73.894758)",8/9/21,2021
P.S. 90 - QUEENS,Q,27,AUDITORIUM UPGRADE,929000,CIP,Q090,86-50 109 STREET,Queens,,QUEENS,40.697033,-73.839213,409,32,128,4192167,4092040028,Richmond Hill,"(40.697033, -73.839213)",8/9/21,2021
P.S. 132 - QUEENS,Q,29,FY18 RESO A KITCHEN AREAS,3151000,CIP,Q132,132-15 218 STREET,Queens,,QUEENS,40.682114,-73.74992,413,31,626,4278380,4129270028,Laurelton,"(40.682114, -73.74992)",8/9/21,2021
P.S. 121 - BRONX,X,11,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / ROOFS,4075025,CIP,X121,2750 THROOP AVENUE,Bronx,,BRONX,40.86608,-73.850982,211,13,348,2054253,2045260001,Allerton-Pelham Gardens,"(40.86608, -73.850982)",8/9/21,2021
P.S. 23 - BRONX,X,10,ROOFS,2293000,CIP,X023,2151 WASHINGTON AVENUE,Bronx,,BRONX,40.85294,-73.894742,206,15,395,2090472,2030370079,Claremont-Bathgate,"(40.85294, -73.894742)",8/9/21,2021
I.S. 204 - QUEENS,Q,30,ELECTRICAL WORK FOR A/C INITIATIVE,96000,CIP,Q204,36-41 28 STREET,Queens,,QUEENS,40.757065,-73.932664,401,26,51,4004156,4003430001,Queensbridge-Ravenswood-Long Island City,"(40.757065, -73.932664)",8/9/21,2021
P.S. 61 - BRONX,X,12,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,5443000,CIP,X061,1550 CROTONA PARK EAST,Bronx,,BRONX,40.836575,-73.892817,203,17,153,2009865,2029390045,Crotona Park East,"(40.836575, -73.892817)",8/9/21,2021
EAST SIDE COMMUNITY SCHOOL,M,1,ELECTRICAL WORK FOR A/C INITIATIVE,14000,CIP,M060,420 EAST 12 STREET,Manhattan,,MANHATTAN,40.729589,-73.982555,103,2,34,1005974,1004390017,East Village,"(40.729589, -73.982555)",8/9/21,2021
P.S. 112 - BROOKLYN,K,20,STANDALONE GYM ANNEX,8375000,CIP,K693,7115 15 AVENUE,Brooklyn,,BROOKLYN,40.61978,-74.000792,311,43,190,3157760,3061800001,Bensonhurst West,"(40.61978, -74.000792)",8/9/21,2021
I.S. 292 - BROOKLYN,K,19,LSP- VACUUM PUMP & STEAM TRAP REPLACEMENTS,205063,CIP,K292,301 VERMONT STREET,Brooklyn,,BROOKLYN,40.671987,-73.893896,305,42,1144,3083931,3037400001,East New York (Pennsylvania Ave),"(40.671987, -73.893896)",8/9/21,2021
P.S. 163 - QUEENS,Q,25,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,694000,CIP,Q163,159-01 59 AVENUE,Queens,,QUEENS,40.740565,-73.809131,407,20,1215,4146042,4067260070,Queensboro Hill,"(40.740565, -73.809131)",8/9/21,2021
P.S. 110 - BRONX,X,9,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,5847000,CIP,X110,580 CROTONA PARK SOUTH,Bronx,,BRONX,40.835286,-73.900751,203,16,149,2009718,2029320001,Morrisania-Melrose,"(40.835286, -73.900751)",8/9/21,2021
BAYSIDE HIGH SCHOOL - QUEENS,Q,26,PUBLIC ADDRESS SYSTEM REPLACEMENT,1343000,CIP,Q405,32-24 CORPORAL KENNEDY STREET,Queens,,QUEENS,40.771755,-73.780296,411,19,1097,4134578,4060440001,Bayside-Bayside Hills,"(40.771755, -73.780296)",8/9/21,2021
I.S. 45 - BRONX,X,10,GYMNASIUM FLOOR / PATH OF TRAVEL GYMNASIUM FLOOR / GYM ROOF,2160000,CIP,X045,2502 LORILLARD PLACE,Bronx,,BRONX,40.858692,-73.887214,206,15,387,2011937,2030670001,Belmont,"(40.858692, -73.887214)",8/9/21,2021
P.S. 36 - MANHATTAN,M,5,PLAYGROUND / WATER INFILTRATION / EXTERIOR MASONRY,1480000,CIP,M036,123 MORNINGSIDE DRIVE,Manhattan,,MANHATTAN,40.81027,-73.957482,109,7,19701,1055890,1018500002,Morningside Heights,"(40.81027, -73.957482)",8/9/21,2021
I.S. 72 - STATEN ISLAND,R,31,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7976000,CIP,R072,33 FERNDALE AVENUE,Staten Island,,STATEN IS,40.593005,-74.158988,502,51,27706,5037524,5023640001,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,"(40.593005, -74.158988)",8/9/21,2021
P.S. 184 - BROOKLYN,K,23,ELECTRICAL WORK FOR A/C INITIATIVE,14432,CIP,K184,273 NEWPORT STREET,Brooklyn,,BROOKLYN,40.659966,-73.904901,316,42,918,3082391,3036060001,Brownsville,"(40.659966, -73.904901)",8/9/21,2021
YOUNG W. LEADERSHIP SCL ASTORIA- Q,Q,30,CHAPEL ROOM CONVERSION,2850000,CIP,Q739,23-15 NEWTOWN AVENUE,Queens,,QUEENS,40.771215,-73.924591,401,22,69,4440035,4005420008,Old Astoria,"(40.771215, -73.924591)",8/9/21,2021
P.S. 76 - BRONX,X,11,ROOFS / FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY,3841001,CIP,X076,900 ADEE AVENUE,Bronx,,BRONX,40.869593,-73.861282,211,12,342,2054933,2045520010,Allerton-Pelham Gardens,"(40.869593, -73.861282)",8/9/21,2021
P.S. 13 - QUEENS,Q,24,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / WINDOWS / ROOFS,13719026,CIP,Q013,55-01 94TH STREET,Queens,,QUEENS,40.737613,-73.86851,404,25,457,4437297,4019010040,Elmhurst,"(40.737613, -73.86851)",8/9/21,2021
P.S. @ 836-841 5TH AVENUE - BROOKLYN,K,15,New,52975000,CAP,K671,836-841 5TH AVENUE,Brooklyn,11232,BROOKLYN,40.653319,-74.001791,307,38,84,3010279,3006930039,Sunset Park West,"(40.653319, -74.001791)",8/9/21,2021
P.S. 229 - BROOKLYN,K,20,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / PAVED AREA- BLACKTOP,15243000,CIP,K229,1400 BENSON AVENUE,Brooklyn,,BROOKLYN,40.610963,-74.013376,311,43,170,3167212,3063910024,Bath Beach,"(40.610963, -74.013376)",8/9/21,2021
I.S. 528 - MANHATTAN,M,6,LSP HOT WATER HEATER,106500,CIP,M528,180 WADSWORTH AVENUE,Manhattan,,MANHATTAN,40.85051,-73.934485,112,10,271,1063928,1021640032,Washington Heights North,"(40.85051, -73.934485)",8/9/21,2021
P.S. 195/196 - BRONX,X,12,Demo,2382878,CAP,X077,1250 WARD AVENUE,Bronx,10472,BRONX,40.830087,-73.877603,209,18,54,2088553,2037750025,West Farms-Bronx River,"(40.830087, -73.877603)",8/9/21,2021
P.S. 166 - MANHATTAN,M,3,MASONRY / ROOFS / PARAPETS / WINDOWS,19337000,CIP,M166,132 WEST 89 STREET,Manhattan,,MANHATTAN,40.788865,-73.971847,107,6,173,1032308,1012190047,Upper West Side,"(40.788865, -73.971847)",8/9/21,2021
P.S. 200 - BROOKLYN,K,20,PARAPETS / ROOFS / EXTERIOR MASONRY,7947450,CIP,K200,1940 BENSON AVENUE,Brooklyn,,BROOKLYN,40.603188,-74.001408,311,43,282,3167818,3064070008,Bath Beach,"(40.603188, -74.001408)",8/9/21,2021
QUEENS COLLEGIATE SCHOOL - QUEENS,Q,28,ELECTRICAL WORK FOR A/C INITIATIVE,540783,CIP,Q470,167-01 GOTHIC DRIVE,Queens,,QUEENS,40.713218,-73.797237,408,24,452,4448806,4098580100,Briarwood-Jamaica Hills,"(40.713218, -73.797237)",8/9/21,2021
I.S. 162 - BROOKLYN,K,32,FY18 RESO A STEM LAB,497000,CIP,K162,1390 WILLOUGHBY AVENUE,Brooklyn,,BROOKLYN,40.707229,-73.919805,304,34,445,3073018,3032120001,Bushwick North,"(40.707229, -73.919805)",8/9/21,2021
THOMAS A. EDISON HS - Q,Q,28,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,429000,CIP,Q620,165-65 84 AVENUE,Queens,,QUEENS,40.715389,-73.800369,408,24,452,4211027,4098670002,Briarwood-Jamaica Hills,"(40.715389, -73.800369)",8/9/21,2021
P.S. 160 - BRONX,X,11,FY19 RESO A SCIENCE LAB UPGRADES,387000,CIP,X160,4140 HUTCHINSON RIVER PARKWAY EAST,Bronx,,BRONX,40.864676,-73.824303,210,12,302,2072352,2051350200,Co-op City,"(40.864676, -73.824303)",8/9/21,2021
P.S. 36 - QUEENS,Q,29,FY19 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,429000,CIP,Q036,187-01 FOCH BOULEVARD,Queens,,QUEENS,40.690828,-73.763907,412,27,366,4268900,4124390032,St. Albans,"(40.690828, -73.763907)",8/9/21,2021
P.S. 139 - QUEENS,Q,28,FY16 RESO A SUPPLEMENTAL COOLING,727777,CIP,Q139,93-06 63 DRIVE,Queens,,QUEENS,40.72814,-73.863582,406,29,693,4072457,4030950050,Rego Park,"(40.72814, -73.863582)",8/9/21,2021
P.S. 92 - BROOKLYN,K,17,FY19 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,480798.4,CIP,K092,601 PARKSIDE AVENUE,Brooklyn,,BROOKLYN,40.656046,-73.953742,309,40,802,3115866,3050490055,Prospect Lefferts Gardens-Wingate,"(40.656046, -73.953742)",8/9/21,2021
P.S. 84 - MANHATTAN,M,3,FY18 RESO A PLAYGROUND UPGRADE,588634,CIP,M084,32 WEST 92 STREET,Manhattan,,MANHATTAN,40.789526,-73.967574,107,6,177,1081042,1012050006,Upper West Side,"(40.789526, -73.967574)",8/9/21,2021
P.S. 104 - QUEENS,Q,27,BOILER REPLACEMENT / CLIMATE CONTROL / HVAC,6717000,CIP,Q104,26-01 MOTT AVENUE,Queens,,QUEENS,40.608467,-73.764548,414,31,100801,4442313,4156930001,Far Rockaway-Bayswater,"(40.608467, -73.764548)",8/9/21,2021
BROOKLYN TECH HS - K,K,13,FY14 RESO A ATHLETIC FIELDS,7617000,CIP,K431,490 CLERMONT AVENUE,Brooklyn,,BROOKLYN,40.682986,-73.968852,302,35,179,,,Fort Greene,"(40.682986, -73.968852)",8/9/21,2021
P.S. 123 - QUEENS,Q,27,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,1082000,CIP,Q123,145-01 119 AVENUE,Queens,,QUEENS,40.678296,-73.79562,412,28,18402,4260828,4120190010,Baisley Park,"(40.678296, -73.79562)",8/9/21,2021
I.S. 136 - BROOKLYN,K,15,ELECTRICAL SYSTEMS UPGRADE / ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,2100581.13,CIP,K136,4004 4TH AVENUE,Brooklyn,,BROOKLYN,40.651977,-74.006862,307,38,82,3010580,3007130020,Sunset Park West,"(40.651977, -74.006862)",8/9/21,2021
K053 SPED - BROOKLYN,K,32,IPDVS CAMERA INSTALLATION,504000,CIP,K296,125 COVERT STREET,Brooklyn,,BROOKLYN,40.688387,-73.910276,304,37,413,3079027,3034160001,Bushwick South,"(40.688387, -73.910276)",8/9/21,2021
